sampleID,Lactobacillus_iners,Lactobacillus_crispatus,Gardnerella_vaginalis,Atopobium_vaginae,Prevotella_bivia,BVAB1,g_Lactobacillus,Sneathia_sanguinegens,Sneathia_amnii,g_Peptostreptococcus,g_Peptoniphilus,g_Aerococcus,Prevotella_timonensis,Lactobacillus_jensenii,g_Megasphaera,g_Dialister,g_Streptococcus,g_Gemella,g_Fastidiosipila,g_Anaerococcus,g_Parvimonas,g_Mobiluncus,d_NA,g_Sneathia,Lactobacillus_gasseri,d_Bacteria,g_Veillonella,Prevotella_amnii,g_Mycoplasma,g_Prevotella,g_DNF00809,p_Proteobacteria,g_Sutterella,f_Pasteurellaceae,o_Saccharimonadales,g_Finegoldia,g_Basfia,g_Porphyromonas,g_Staphylococcus,d_Eukaryota,Prevotella_disiens,g_Haemophilus,Prevotella_colorans,g_Catonella,g_Bifidobacterium,Prevotella_buccalis,Prevotella_melaninogenica,g_Mageibacillus,g_Actinomyces,g_Arcanobacterium,g_Fenollaria,g_Fusobacterium,g_Escherichia/Shigella,g_Streptobacillus,f_Muribaculaceae,Prevotella_corporis,g_Enterococcus,g_Moryella,g_Peptococcus,g_Ureaplasma,g_Neisseria,p_Actinobacteriota,o_Peptostreptococcales-Tissierellales,g_Roseburia,Lactobacillus_vaginalis,g_Howardella,Lactobacillus_coleohominis,g_Granulicatella,o_Lactobacillales,g_Atopobium,g_Trichomonas,g_Ezakiella,p_Firmicutes,f_Bifidobacteriaceae,f_Mitochondria,g_Bradyrhizobium,g_Corynebacterium,f_Lactobacillaceae,Lactobacillus_reuteri,f_Prevotellaceae,f_Veillonellaceae,c_Actinobacteria,Prevotella_nanceiensis,c_Bacteroidia,f_Lachnospiraceae,g_Murdochiella,f_Rikenellaceae,f_Aerococcaceae,g_Bulleidia,g_Trichococcus,g_Lawsonella,g_Lachnospiraceae_FE2018_group,c_Clostridia,g_Slackia,Atopobium_deltae,f_Atopobiaceae,g_Cutibacterium,f_Porphyromonadaceae,g_Campylobacter,Bacteroidales_bacterium,g_Coriobacteriaceae_UCG-002,g_Chlamydia,g_Rikenellaceae_RC9_gut_group,g_Solobacterium,c_Bacilli,g_Sphingomonas,Prevotella_bergensis,g_Alloprevotella,g_Novosphingobium,g_S5-A14a,Lactobacillus_salivarius,p_Bacteroidota,g_Firmicutes,Atopobium_minutum,f_Spirochaetaceae,g_Microbacterium,o_Veillonellales-Selenomonadales,Prevotella_denticola,Prevotella_veroralis,c_Gammaproteobacteria,g_Chryseobacterium,g_Brevundimonas,f_Erysipelotrichaceae,Lactobacillus_mucosae,g_Bacteroides,Prevotella_intermedia,g_Acidibacillus,Lactobacillus_kefiranofaciens,g_Anaeroglobus,f_Enterobacteriaceae,g_Varibaculum,o_Clostridiales,g_Family_XIII_UCG-001,g_Faecalibacterium,g_Methylobacterium-Methylorubrum,g_Bacteroidales,g_Afipia,g_Necropsobacter,Lactobacillus_agilis,g_Stenotrophomonas,g_Pseudocitrobacter,g_W5053,g_Halomonas,f_Sporolactobacillaceae,f_Hungateiclostridiaceae,g_Sarcina,o_Micrococcales,g_Olsenella,g_Gallicola,g_Pseudomonas,g_Massilia,g_Mannheimia,o_Chloroplast,f_Neisseriaceae,o_Bacteroidales,f_Fusobacteriaceae,Lactobacillus_antri,g_Streptomyces,f_Staphylococcaceae,c_Euglenida,p_Retaria,g_Reyranella,g_Kocuria,g_Acinetobacter,c_Alphaproteobacteria,g_Asinibacterium,f_Draconibacteriaceae,g_Planomicrobium,g_Isobaculum,f_Xanthobacteraceae,g_Cnuella,g_Succinivibrio,g_Propionimicrobium,g_Oceanivirga,f_Carnobacteriaceae,g_Bryobacter,c_Mammalia,g_Paeniclostridium,f_Beijerinckiaceae,g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,c_Coriobacteriia,g_Nitrobacter,g_Bergeyella,g_Sulfurospirillum,g_Delftia,f_Leptotrichiaceae,g_Pluralibacter,g_Erysipelotrichaceae_UCG-003,g_Anaerostipes,g_Lachnospiraceae_NK3A20_group,f_Rhizobiaceae,g_Clostridium_sensu_stricto,g_Gaiella,g_Agathobacter,f_Streptococcaceae,g_Peptoanaerobacter,g_Pedobacter,Prevotellaceae_bacterium,g_28-4,Lactobacillus_paracasei_Lactobacillus_rhamnosus,g_Lysinibacillus,g_Friedmanniella,g_Bosea,g_Blautia,f_Anaerovoracaceae,o_Coriobacteriales,g_Pseudoglutamicibacter,g_Floricoccus,Prevotella_histicola,f_Micrococcaceae,g_Anaerosphaera,g_Paracoccus,f_Bacillaceae,g_Hephaestia,f_Caulobacteraceae,f_Actinomycetaceae,g_Devosia,g_Saccharibacillus,g_Treponema,f_Selenomonadaceae,f_Mycoplasmataceae,g_Dorea,g_UCG-005,g_Hymenobacter,g_Blvii28_wastewater-sludge_group,g_Succiniclasticum,g_Psychrobacillus,g_Ottowia,g_Stomatobaculum,g_Heliimonas,g_Oligella,f_Opitutaceae,f_Ruminococcaceae,g_Lachnospiraceae_UCG-003,g_Brevibacterium,o_Rhizobiales,g_Piscinibacter,g_Eisenbergiella,g_Nosocomiicoccus,g_Tersicoccus,Lactobacillus_fermentum,g_Facklamia,g_Atopostipes,g_Enhydrobacter,g_Atlantibacter,o_Enterobacterales,c_Thermoleophilia,f_Obscuribacteraceae,g_Chromohalobacter,g_Millisia,Prevotella_salivae,g_Pantoea,g_Alloiococcus,o_Bacillales,f_Oscillospiraceae,g_Holdemanella,g_Rhodococcus,g_Parabacteroides,g_Catenulispora,f_Planococcaceae,f_Peptostreptococcaceae,g_Oligotropha,g_Weeksella,g_S50_wastewater-sludge_group,o_Corynebacteriales,f_Peptostreptococcales-Tissierellales_fa,g_Draconibacterium,f_Sphingomonadaceae,f_Eggerthellaceae,g_Fournierella,g_Pseudoscardovia,f_JG30-KF-CM45,f_Corynebacteriaceae,g_Lactonifactor,f_UCG-010,g_Deinococcus,o_Burkholderiales,g_Desemzia,f_p-251-o5,o_Campylobacterales,f_Clostridiaceae,f_Chitinophagaceae,f_Pseudomonadaceae,g_Serratia,g_GTL1,o_Oscillospirales,f_Oxalobacteraceae,g_Parvibacter,g_Neo-b11
120020-1020,84197,0,3276,10523,4943,0,0,0,0,0,498,55,610,0,0,675,0,0,0,1765,0,63,0,0,1525,0,0,0,1749,0,0,0,0,0,0,961,0,0,643,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120022-1020,23657,44,53927,8984,0,136,0,0,0,19,0,5942,0,0,0,0,1572,62,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120023-1020,841,0,27296,4910,0,43044,0,1178,0,0,0,1244,4205,0,2557,3228,0,890,2590,0,3697,0,0,0,0,0,0,6496,252,0,2451,0,0,0,0,0,0,165,0,22,0,0,0,0,0,422,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120024-1020,4852,0,14801,6907,1077,212,0,1005,0,239,90,1461,0,0,0,0,0,2085,0,736,0,0,0,0,0,0,166,0,639,0,69,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120026-1020,59246,0,403,0,0,0,0,38,0,0,0,0,51,0,0,0,50,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,475,0,51,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,291,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120028-1020,47553,0,0,0,142,69,0,0,0,0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120030-1020,120269,0,170,0,0,398,0,0,42,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120031-1020,1578,0,13725,1576,0,60898,0,5326,3063,0,609,274,2292,0,8100,664,0,0,1697,0,963,5,0,0,0,0,0,0,0,0,239,0,0,0,271,0,0,326,0,0,0,0,265,0,0,402,0,2267,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,116,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120032-1020,92448,0,20874,2909,0,0,0,640,0,0,0,756,91,0,1365,67,0,0,65,0,221,0,0,0,0,0,0,205,101,142,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120036-1020,715,0,25249,4288,131,38740,0,734,0,0,331,895,509,0,12208,1496,0,922,619,0,3250,98,0,0,0,0,0,0,146,4099,505,0,0,0,0,0,0,0,34,0,0,0,258,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,66,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120037-1020,31629,0,27534,14492,0,0,0,0,0,0,0,6504,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120039-1020,5267,0,20576,14681,0,157,0,17014,5824,283,0,1627,6136,0,79,407,0,4471,0,3955,5704,0,0,113,0,0,10072,1229,102,0,1626,0,0,0,0,159,0,0,0,0,0,0,0,0,0,882,0,623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120041-1020,223,0,42425,24411,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120043-1020,2466,0,20701,9008,71,19428,0,15260,3344,3801,11297,94,13232,0,2857,6649,0,0,6266,2135,5646,5540,0,0,0,0,0,0,726,14612,2538,0,0,0,0,202,0,6285,0,294,0,0,482,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,2942,0,0,0,0,0,0,275,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,361,0,0,0,531,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120044-1020,19285,0,17375,40636,0,32953,0,15689,0,0,1003,0,0,0,15547,3939,0,979,6586,0,2491,2114,0,0,0,0,0,6765,66,21885,4701,0,0,0,14555,0,0,0,0,2899,0,0,1106,0,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120045-1020,0,0,34342,6995,0,61,0,31038,3634,74,87,5064,19825,0,0,890,0,27049,19106,1593,6616,282,0,311,0,0,0,2489,1669,5719,10192,0,0,0,0,0,0,345,0,0,0,0,0,0,0,1710,0,4713,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,208,0,0,0,0,0,0,318,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120046-1020,29145,0,10227,26951,0,0,98,0,0,0,0,1995,23212,0,17864,2637,0,1323,146,0,0,6542,0,0,0,40,0,0,65,0,5101,0,0,0,20848,90,0,0,0,2820,0,0,0,0,0,344,0,0,0,207,0,0,0,0,0,0,0,350,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120047-1020,283,0,61119,8717,9385,183,0,7740,0,78,0,1139,170,0,15862,2058,0,0,29447,2484,0,611,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
