sampleID,Lactobacillus_iners,Lactobacillus_crispatus,Gardnerella_vaginalis,Atopobium_vaginae,Prevotella_bivia,BVAB1,g_Lactobacillus,Sneathia_sanguinegens,Sneathia_amnii,g_Peptostreptococcus,g_Peptoniphilus,g_Aerococcus,Prevotella_timonensis,Lactobacillus_jensenii,g_Megasphaera,g_Dialister,g_Streptococcus,g_Gemella,g_Fastidiosipila,g_Anaerococcus,g_Parvimonas,g_Mobiluncus,d_NA,g_Sneathia,Lactobacillus_gasseri,d_Bacteria,g_Veillonella,Prevotella_amnii,g_Mycoplasma,g_Prevotella,g_DNF00809,p_Proteobacteria,g_Sutterella,f_Pasteurellaceae,o_Saccharimonadales,g_Finegoldia,g_Basfia,g_Porphyromonas,g_Staphylococcus,d_Eukaryota,Prevotella_disiens,g_Haemophilus,Prevotella_colorans,g_Catonella,g_Bifidobacterium,Prevotella_buccalis,Prevotella_melaninogenica,g_Mageibacillus,g_Actinomyces,g_Arcanobacterium,g_Fenollaria,g_Fusobacterium,g_Escherichia/Shigella,g_Streptobacillus,f_Muribaculaceae,Prevotella_corporis,g_Enterococcus,g_Moryella,g_Peptococcus,g_Ureaplasma,g_Neisseria,p_Actinobacteriota,o_Peptostreptococcales-Tissierellales,g_Roseburia,Lactobacillus_vaginalis,g_Howardella,Lactobacillus_coleohominis,g_Granulicatella,o_Lactobacillales,g_Atopobium,g_Trichomonas,g_Ezakiella,p_Firmicutes,f_Bifidobacteriaceae,f_Mitochondria,g_Bradyrhizobium,g_Corynebacterium,f_Lactobacillaceae,Lactobacillus_reuteri,f_Prevotellaceae,f_Veillonellaceae,c_Actinobacteria,Prevotella_nanceiensis,c_Bacteroidia,f_Lachnospiraceae,g_Murdochiella,f_Rikenellaceae,f_Aerococcaceae,g_Bulleidia,g_Trichococcus,g_Lawsonella,g_Lachnospiraceae_FE2018_group,c_Clostridia,g_Slackia,Atopobium_deltae,f_Atopobiaceae,g_Cutibacterium,f_Porphyromonadaceae,g_Campylobacter,Bacteroidales_bacterium,g_Coriobacteriaceae_UCG-002,g_Chlamydia,g_Rikenellaceae_RC9_gut_group,g_Solobacterium,c_Bacilli,g_Sphingomonas,Prevotella_bergensis,g_Alloprevotella,g_Novosphingobium,g_S5-A14a,Lactobacillus_salivarius,p_Bacteroidota,g_Firmicutes,Atopobium_minutum,f_Spirochaetaceae,g_Microbacterium,o_Veillonellales-Selenomonadales,Prevotella_denticola,Prevotella_veroralis,c_Gammaproteobacteria,g_Chryseobacterium,g_Brevundimonas,f_Erysipelotrichaceae,Lactobacillus_mucosae,g_Bacteroides,Prevotella_intermedia,g_Acidibacillus,Lactobacillus_kefiranofaciens,g_Anaeroglobus,f_Enterobacteriaceae,g_Varibaculum,o_Clostridiales,g_Family_XIII_UCG-001,g_Faecalibacterium,g_Methylobacterium-Methylorubrum,g_Bacteroidales,g_Afipia,g_Necropsobacter,Lactobacillus_agilis,g_Stenotrophomonas,g_Pseudocitrobacter,g_W5053,g_Halomonas,f_Sporolactobacillaceae,f_Hungateiclostridiaceae,g_Sarcina,o_Micrococcales,g_Olsenella,g_Gallicola,g_Pseudomonas,g_Massilia,g_Mannheimia,o_Chloroplast,f_Neisseriaceae,o_Bacteroidales,f_Fusobacteriaceae,Lactobacillus_antri,g_Streptomyces,f_Staphylococcaceae,c_Euglenida,p_Retaria,g_Reyranella,g_Kocuria,g_Acinetobacter,c_Alphaproteobacteria,g_Asinibacterium,f_Draconibacteriaceae,g_Planomicrobium,g_Isobaculum,f_Xanthobacteraceae,g_Cnuella,g_Succinivibrio,g_Propionimicrobium,g_Oceanivirga,f_Carnobacteriaceae,g_Bryobacter,c_Mammalia,g_Paeniclostridium,f_Beijerinckiaceae,g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,c_Coriobacteriia,g_Nitrobacter,g_Bergeyella,g_Sulfurospirillum,g_Delftia,f_Leptotrichiaceae,g_Pluralibacter,g_Erysipelotrichaceae_UCG-003,g_Anaerostipes,g_Lachnospiraceae_NK3A20_group,f_Rhizobiaceae,g_Clostridium_sensu_stricto,g_Gaiella,g_Agathobacter,f_Streptococcaceae,g_Peptoanaerobacter,g_Pedobacter,Prevotellaceae_bacterium,g_28-4,Lactobacillus_paracasei_Lactobacillus_rhamnosus,g_Lysinibacillus,g_Friedmanniella,g_Bosea,g_Blautia,f_Anaerovoracaceae,o_Coriobacteriales,g_Pseudoglutamicibacter,g_Floricoccus,Prevotella_histicola,f_Micrococcaceae,g_Anaerosphaera,g_Paracoccus,f_Bacillaceae,g_Hephaestia,f_Caulobacteraceae,f_Actinomycetaceae,g_Devosia,g_Saccharibacillus,g_Treponema,f_Selenomonadaceae,f_Mycoplasmataceae,g_Dorea,g_UCG-005,g_Hymenobacter,g_Blvii28_wastewater-sludge_group,g_Succiniclasticum,g_Psychrobacillus,g_Ottowia,g_Stomatobaculum,g_Heliimonas,g_Oligella,f_Opitutaceae,f_Ruminococcaceae,g_Lachnospiraceae_UCG-003,g_Brevibacterium,o_Rhizobiales,g_Piscinibacter,g_Eisenbergiella,g_Nosocomiicoccus,g_Tersicoccus,Lactobacillus_fermentum,g_Facklamia,g_Atopostipes,g_Enhydrobacter,g_Atlantibacter,o_Enterobacterales,c_Thermoleophilia,f_Obscuribacteraceae,g_Chromohalobacter,g_Millisia,Prevotella_salivae,g_Pantoea,g_Alloiococcus,o_Bacillales,f_Oscillospiraceae,g_Holdemanella,g_Rhodococcus,g_Parabacteroides,g_Catenulispora,f_Planococcaceae,f_Peptostreptococcaceae,g_Oligotropha,g_Weeksella,g_S50_wastewater-sludge_group,o_Corynebacteriales,f_Peptostreptococcales-Tissierellales_fa,g_Draconibacterium,f_Sphingomonadaceae,f_Eggerthellaceae,g_Fournierella,g_Pseudoscardovia,f_JG30-KF-CM45,f_Corynebacteriaceae,g_Lactonifactor,f_UCG-010,g_Deinococcus,o_Burkholderiales,g_Desemzia,f_p-251-o5,o_Campylobacterales,f_Clostridiaceae,f_Chitinophagaceae,f_Pseudomonadaceae,g_Serratia,g_GTL1,o_Oscillospirales,f_Oxalobacteraceae,g_Parvibacter,g_Neo-b11
120064,14493,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120065,0,0,3000,410,0,2442,0,64,0,0,24,25,0,0,56,87,0,24,180,4,63,124,0,0,0,0,0,0,0,248,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,50,0,0,0,8,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120066,4460,0,4770,1485,24,0,0,383,31,0,8,84,176,0,0,0,0,104,0,69,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120067,5898,6153,379,0,0,9,4812,0,0,29,14,61,0,85,0,0,86,27,0,7,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120068,10115,0,2325,24,0,126,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120069,2527,14462,58,0,0,0,7532,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120070,5068,0,9305,286,0,0,0,434,169,0,22,408,13,0,485,135,0,0,288,0,119,0,0,0,0,0,0,144,19,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120071,38031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120073,26037,757,2168,38,176,0,924,0,0,41,101,0,0,0,0,51,286,16,0,528,0,0,0,0,166,12,143,0,0,0,0,0,0,0,0,348,0,0,0,0,27,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,11,29,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120075,105,0,1488,644,0,0,0,1268,1344,204,298,0,217,0,349,90,0,36,160,370,292,8,0,0,0,0,3,477,0,64,12,12,2,0,0,26,0,136,0,0,19,0,0,160,0,0,0,0,0,0,46,0,0,0,9,0,0,499,111,0,144,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120076,17572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120077,1093,0,785,199,0,13628,0,349,53,0,93,54,0,0,82,25,0,21,44,0,259,47,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120078,172,0,2093,644,596,0,0,1058,0,38,116,47,1110,0,105,38,0,56,6,381,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120079,1223,0,1773,561,0,12998,0,114,0,0,0,77,0,0,397,32,0,18,55,0,33,63,0,0,0,0,0,36,0,216,18,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,161,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120080,209,0,2350,160,0,5783,0,39,0,0,15,127,0,0,464,41,0,14,65,0,52,69,0,0,0,0,0,0,0,314,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120081,17965,0,0,0,11,0,0,0,0,6,0,0,0,291,0,0,383,61,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,8,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120082,43,0,1915,183,40,3074,0,2494,0,157,24,0,76,0,87,0,0,75,477,34,171,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,40,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120083,55,0,50553,2880,307,25822,0,1859,0,68,389,276,1526,0,823,208,0,309,1169,172,404,22,0,0,0,0,0,0,28,20,147,0,0,0,0,0,0,232,0,0,0,0,283,0,0,208,0,152,0,0,0,0,0,0,0,0,0,169,16,0,0,0,0,0,0,11,0,0,0,0,0,0,31,13,0,0,0,0,0,0,0,10,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
